Year,Month,Day,Temperature,Humidity,Wind
2023,6,4,19.100,82.000,6.633
2023,6,5,19.900,75.000,11.775
2023,6,6,20.300,75.000,15.785
2023,6,7,19.600,82.000,11.321
2023,6,8,20.700,72.000,10.629
2023,6,9,21.000,82.000,13.867
2023,6,10,22.400,70.000,6.004
2023,6,11,23.800,53.000,11.281
2023,6,12,23.100,54.000,15.581
2023,6,13,19.800,79.000,18.081
2023,6,14,21.100,65.000,12.571
2023,6,15,23.400,58.000,12.725
2023,6,16,24.200,50.000,10.875
2023,6,17,23.700,56.000,15.196
2023,6,18,23.000,52.000,16.296
2023,6,19,22.200,64.000,23.267
2023,6,20,23.500,67.000,9.917
2023,6,21,24.100,76.000,12.412
2023,6,22,24.400,64.000,12.679
2023,6,23,23.500,71.000,17.381
2023,6,24,23.800,78.000,7.721
2023,6,25,26.300,50.000,13.348
2023,6,26,27.000,51.000,10.381
2023,6,27,24.000,77.000,13.060
2023,6,28,24.500,75.000,10.690
2023,6,29,24.200,70.000,12.700
2023,6,30,21.300,74.000,15.821
2023,7,1,21.600,67.000,11.569
2023,7,2,22.900,76.000,7.454
2023,7,3,22.400,84.000,11.202
2023,7,4,23.300,82.000,8.058
2023,7,5,21.600,91.000,7.990
2023,7,6,23.300,74.000,9.225
2023,7,7,24.100,70.000,15.944
2023,7,8,25.800,62.000,14.500
2023,7,9,25.900,62.000,7.510
2023,7,10,26.600,71.000,7.013
2023,7,11,27.100,72.000,9.019
2023,7,12,25.300,79.000,9.610
2023,7,13,24.400,76.000,16.781
2023,7,14,24.700,76.000,17.567
2023,7,15,24.800,84.000,12.275
2023,7,16,24.700,75.000,8.906
2023,7,17,25.400,70.000,8.287
2023,7,18,28.600,54.000,11.025
2023,7,19,27.200,70.000,10.081
2023,7,20,25.900,64.000,11.704
2023,7,21,24.800,69.000,11.179
2023,7,22,24.400,68.000,9.104
2023,7,23,25.300,77.000,9.354
2023,7,24,24.700,79.000,10.252
2023,7,25,24.100,59.000,14.900
2023,7,26,20.900,76.000,11.442
2023,7,27,22.500,83.000,17.490
2023,7,28,24.500,73.000,13.867
2023,7,29,25.000,83.000,15.654
2023,7,30,25.200,75.000,10.300
2023,7,31,23.700,79.000,14.831
2023,8,1,25.500,80.000,11.744
2023,8,2,25.600,84.000,15.508
2023,8,3,22.200,86.000,11.558
2023,8,4,21.400,58.000,14.050
2023,8,5,22.000,50.000,18.092
2023,8,6,20.800,77.000,11.112
2023,8,7,21.400,70.000,17.252
2023,8,8,22.900,79.000,14.631
2023,8,9,24.200,79.000,15.947
2023,8,10,26.200,62.000,9.583
2023,8,11,27.100,49.000,11.871
2023,8,12,25.900,71.000,8.581
2023,8,13,25.300,82.000,6.206
2023,8,14,25.500,75.000,8.271
2023,8,15,25.900,75.000,7.950
2023,8,16,24.600,85.000,13.435
2023,8,17,25.400,81.000,17.385
2023,8,18,25.300,80.000,7.979
2023,8,19,25.500,82.000,5.065
2023,8,20,30.100,49.000,6.796
2023,8,21,31.600,48.000,8.175
2023,8,22,30.500,49.000,8.323
2023,8,23,33.400,38.000,12.452
2023,8,24,29.800,59.000,12.304
2023,8,25,26.900,72.000,14.533
2023,8,26,24.300,84.000,12.752
2023,8,27,17.700,86.000,18.515
2023,8,28,20.000,58.000,16.344
2023,8,29,20.800,62.000,16.079
2023,8,30,19.900,84.000,12.215
2023,8,31,22.000,71.000,11.323
2023,9,1,22.600,81.000,16.131
2023,9,2,21.400,84.000,18.965
2023,9,3,22.800,55.000,28.856
2023,9,4,24.800,43.000,28.171
2023,9,5,24.300,64.000,14.525
2023,9,6,22.900,69.000,10.104
2023,9,7,22.300,66.000,6.752
2023,9,8,22.800,62.000,5.571
2023,9,9,22.000,74.000,6.021
2023,9,10,22.400,79.000,7.450
2023,9,11,22.300,85.000,11.210
2023,9,12,23.200,73.000,8.017
2023,9,13,22.800,73.000,8.485
2023,9,14,22.300,71.000,11.079
2023,9,15,20.200,83.000,11.688
2023,9,16,22.200,86.000,8.727
2023,9,17,23.700,78.000,13.504
2023,9,18,23.500,60.000,14.015
2023,9,19,20.900,78.000,10.402
2023,9,20,19.000,86.000,17.448
2023,9,21,21.200,64.000,19.060
2023,9,22,19.300,59.000,11.610
2023,9,23,18.000,63.000,13.862
2023,9,24,19.800,76.000,12.858
2023,9,25,20.100,75.000,6.935
2023,9,26,20.700,68.000,10.585
2023,9,27,22.200,62.000,13.973
2023,9,28,21.500,79.000,16.390
2023,9,29,24.100,56.000,12.125
2023,9,30,25.400,46.000,14.831
2023,10,1,22.600,72.000,9.323
2023,10,2,21.100,90.000,6.890
2023,10,3,21.400,86.000,9.829
2023,10,4,22.000,77.000,20.125
2023,10,5,21.000,90.000,10.542
2023,10,6,21.500,88.000,10.240
2023,10,7,21.000,90.000,5.542
2023,10,8,21.400,84.000,7.819
2023,10,9,21.400,71.000,9.748
2023,10,10,21.400,71.000,14.996
2023,10,11,20.500,81.000,15.552
2023,10,12,20.300,84.000,14.823
2023,10,13,20.500,82.000,19.088
2023,10,14,20.500,78.000,10.585
2023,10,15,17.900,91.000,9.035
2023,10,16,16.500,98.000,10.394
2023,10,17,18.900,92.000,13.702
2023,10,18,21.400,77.000,15.429
2023,10,19,19.400,72.000,20.175
2023,10,20,16.300,67.000,18.329
2023,10,21,14.800,53.000,15.869
2023,10,22,15.300,62.000,13.508
2023,10,23,19.300,73.000,16.348
2023,10,24,15.900,65.000,13.681
2023,10,25,16.600,62.000,11.402
2023,10,26,19.500,62.000,19.823
2023,10,27,16.700,49.000,15.237
2023,10,28,16.900,62.000,15.052
2023,10,29,17.000,76.000,20.796
2023,10,30,15.900,85.000,12.667
2023,10,31,13.500,60.000,13.044
2023,11,1,15.700,57.000,18.698
2023,11,2,14.900,66.000,23.079
2023,11,3,11.200,52.000,16.358
2023,11,4,14.300,60.000,24.302
2023,11,5,14.600,46.000,17.479
2023,11,6,12.900,64.000,9.138
2023,11,7,11.500,55.000,12.458
2023,11,8,11.400,58.000,18.575
2023,11,9,11.800,71.000,13.960
2023,11,10,13.600,58.000,11.388
2023,11,11,13.500,78.000,10.592
2023,11,12,16.400,72.000,9.977
2023,11,13,18.600,61.000,13.298
2023,11,14,19.000,59.000,15.523
2023,11,15,14.700,89.000,13.196
2023,11,16,16.200,77.000,13.612
2023,11,17,14.400,81.000,11.004
2023,11,18,15.100,75.000,15.519
2023,11,19,16.200,57.000,12.933
2023,11,20,14.400,68.000,9.531
2023,11,21,12.900,65.000,12.269
2023,11,22,12.300,40.000,18.650
2023,11,23,10.900,41.000,28.162
2023,11,24,12.500,46.000,42.075
2023,11,25,11.300,70.000,15.610
2023,11,26,10.300,81.000,9.681
2023,11,27,10.700,66.000,15.408
2023,11,28,11.200,77.000,17.930
2023,11,29,11.500,93.000,10.256
2023,11,30,17.100,60.000,28.758
2023,12,1,13.100,73.000,14.412
2023,12,2,9.000,65.000,13.606
2023,12,3,7.800,68.000,18.415
2023,12,4,10.400,63.000,18.321
2023,12,5,8.400,73.000,16.823
2023,12,6,9.100,67.000,13.415
2023,12,7,10.000,69.000,17.021
2023,12,8,10.200,80.000,16.050
2023,12,9,11.100,62.000,19.027
2023,12,10,14.200,67.000,19.198
2023,12,11,13.800,74.000,7.692
2023,12,12,14.700,62.000,12.454
2023,12,13,12.300,59.000,14.681
2023,12,14,10.000,55.000,23.713
2023,12,15,11.700,48.000,18.906
2023,12,16,9.700,69.000,15.575
2023,12,17,8.300,74.000,6.310
2023,12,18,10.900,51.000,7.681
2023,12,19,13.100,31.000,20.838
2023,12,20,9.400,55.000,24.150
2023,12,21,10.900,55.000,32.723
2023,12,22,13.300,56.000,28.894
2023,12,23,10.300,66.000,28.787
2023,12,24,9.900,66.000,24.248
2023,12,25,13.100,37.000,4.827
2023,12,26,14.400,26.000,12.604
2023,12,27,14.100,24.000,16.535
2023,12,28,9.800,76.000,17.217
2023,12,29,9.900,60.000,11.977
2023,12,30,10.300,74.000,12.656
2023,12,31,11.100,61.000,14.521
2024,1,1,9.200,73.000,9.377
2024,1,2,10.100,48.000,15.721
2024,1,3,13.300,67.000,10.127
2024,1,4,11.900,85.000,8.908
2024,1,5,9.300,89.000,12.440
2024,1,6,6.900,63.000,25.562
2024,1,7,6.500,43.000,17.583
2024,1,8,6.000,39.000,22.221
2024,1,9,6.100,75.000,9.300
2024,1,10,6.700,91.000,11.717
2024,1,11,5.600,83.000,22.231
2024,1,12,5.500,73.000,33.898
2024,1,13,7.500,60.000,20.725
2024,1,14,10.900,56.000,13.790
2024,1,15,11.600,76.000,16.198
2024,1,16,13.300,78.000,12.725
2024,1,17,14.300,68.000,24.344
2024,1,18,14.900,51.000,22.048
2024,1,19,7.800,92.000,8.908
2024,1,20,6.500,73.000,13.473
2024,1,21,8.000,73.000,14.281
2024,1,22,8.900,65.000,25.469
2024,1,23,11.400,74.000,12.548
2024,1,24,14.400,64.000,17.560
2024,1,25,16.600,55.000,12.852
2024,1,26,16.300,50.000,8.494
2024,1,27,13.500,62.000,4.996
2024,1,28,10.700,89.000,5.544
2024,1,29,10.800,92.000,7.071
2024,1,30,10.500,89.000,5.275
2024,1,31,10.400,78.000,18.152
2024,2,1,12.500,60.000,19.044
2024,2,2,11.800,65.000,13.404
2024,2,3,14.100,56.000,20.844
2024,2,4,17.000,38.000,10.029
2024,2,5,16.900,37.000,15.067
2024,2,6,11.700,70.000,10.865
2024,2,7,11.900,62.000,13.812
2024,2,8,13.000,61.000,19.817
2024,2,9,11.100,86.000,20.277
2024,2,10,9.800,78.000,13.258
2024,2,11,8.900,55.000,16.502
2024,2,12,11.100,57.000,10.815
2024,2,13,12.000,74.000,9.556
2024,2,14,15.400,58.000,12.192
2024,2,15,14.000,68.000,10.223
2024,2,16,11.200,91.000,14.196
2024,2,17,12.700,69.000,23.375
2024,2,18,13.400,56.000,18.556
2024,2,19,14.300,55.000,10.523
2024,2,20,12.700,64.000,13.698
2024,2,21,11.300,79.000,20.479
2024,2,22,13.600,63.000,15.196
2024,2,23,9.300,58.000,15.104
2024,2,24,7.300,67.000,9.123
2024,2,25,10.100,62.000,20.246
2024,2,26,11.700,59.000,10.537
2024,2,27,10.100,61.000,18.579
2024,2,28,10.600,44.000,17.765
2024,2,29,12.000,49.000,18.085
2024,3,1,10.300,59.000,18.875
2024,3,2,11.200,62.000,20.317
2024,3,3,7.400,72.000,18.090
2024,3,4,9.400,45.000,21.100
2024,3,5,10.800,63.000,8.529
2024,3,6,10.400,79.000,10.429
2024,3,7,10.400,84.000,8.265
2024,3,8,10.700,78.000,19.360
2024,3,9,8.900,95.000,24.798
2024,3,10,8.400,75.000,14.656
2024,3,11,10.000,65.000,19.938
2024,3,12,10.300,68.000,16.573
2024,3,13,13.000,58.000,13.523
2024,3,14,12.400,67.000,13.848
2024,3,15,13.500,79.000,6.831
2024,3,16,15.400,67.000,14.062
2024,3,17,16.000,67.000,12.435
2024,3,18,16.200,61.000,10.821
2024,3,19,15.800,62.000,6.515
2024,3,20,14.000,77.000,12.254
2024,3,21,14.500,78.000,9.410
2024,3,22,19.000,53.000,11.819
2024,3,23,15.800,69.000,15.767
2024,3,24,10.900,95.000,8.696
2024,3,25,9.500,99.000,10.183
2024,3,26,10.300,84.000,12.279
2024,3,27,9.800,66.000,19.904
2024,3,28,14.300,66.000,21.450
2024,3,29,14.000,86.000,15.506
2024,3,30,11.500,78.000,22.935
2024,3,31,10.600,91.000,22.733
2024,4,1,11.100,61.000,13.569
2024,4,2,12.300,55.000,13.677
2024,4,3,14.700,52.000,10.681
2024,4,4,16.900,55.000,16.508
2024,4,5,16.300,50.000,13.865
2024,4,6,15.500,70.000,18.781
2024,4,7,15.700,75.000,21.179
2024,4,8,17.400,65.000,12.750
2024,4,9,11.700,67.000,13.235
2024,4,10,12.300,58.000,12.869
2024,4,11,15.100,51.000,9.177
2024,4,12,19.300,39.000,11.819
2024,4,13,21.500,33.000,11.696
2024,4,14,21.600,31.000,16.863
2024,4,15,18.800,52.000,14.131
2024,4,16,14.400,68.000,15.573
2024,4,17,11.900,72.000,17.817
2024,4,18,11.100,80.000,11.492
2024,4,19,13.000,61.000,23.490
2024,4,20,14.200,70.000,13.642
2024,4,21,11.900,75.000,11.444
2024,4,22,8.300,92.000,15.273
2024,4,23,8.500,72.000,11.008
2024,4,24,10.800,58.000,17.938
2024,4,25,10.500,84.000,12.358
2024,4,26,13.200,81.000,12.019
2024,4,27,14.100,96.000,12.794
2024,4,28,12.700,99.000,11.160
2024,4,29,11.200,100.000,21.956
2024,4,30,12.800,98.000,10.954
2024,5,1,14.100,66.000,10.440
2024,5,2,11.800,60.000,15.427
2024,5,3,14.800,48.000,17.423
2024,5,4,18.100,42.000,18.840
2024,5,5,17.000,71.000,9.229
2024,5,6,15.800,76.000,9.406
2024,5,7,14.400,75.000,12.671
2024,5,8,16.800,50.000,22.894
2024,5,9,18.300,45.000,16.825
2024,5,10,19.300,44.000,17.152
2024,5,11,18.800,49.000,15.760
2024,5,12,18.500,59.000,8.496
2024,5,13,18.800,65.000,6.194
2024,5,14,15.200,97.000,12.354
2024,5,15,13.600,86.000,9.713
2024,5,16,14.000,89.000,8.708
2024,5,17,15.500,89.000,8.383
2024,5,18,15.400,90.000,10.221
2024,5,19,16.400,88.000,8.429
2024,5,20,17.100,76.000,13.525
2024,5,21,16.800,70.000,14.952
2024,5,22,15.500,81.000,10.452
2024,5,23,16.800,74.000,10.088
2024,5,24,16.400,73.000,10.846
2024,5,25,17.100,73.000,10.290
2024,5,26,19.500,70.000,9.302
2024,5,27,18.600,80.000,13.050
2024,5,28,18.300,76.000,14.852
2024,5,29,19.900,75.000,8.435
2024,5,30,20.100,75.000,12.200
2024,5,31,17.800,73.000,17.100
2024,6,1,16.700,79.000,14.221
2024,6,2,17.600,78.000,15.077
2024,6,3,19.500,69.000,16.294
2024,6,4,19.400,74.000,17.742
2024,6,5,20.200,74.000,16.783
2024,6,6,23.200,46.000,17.454
2024,6,7,23.800,45.000,15.411
2024,6,8,21.600,62.000,25.360
2024,6,9,20.100,76.000,12.073
2024,6,10,17.700,79.000,9.394
2024,6,11,15.700,91.000,12.071
2024,6,12,15.800,82.000,12.019
2024,6,13,16.900,75.000,20.206
2024,6,14,19.800,82.000,17.685
2024,6,15,19.500,71.000,10.188
2024,6,16,19.500,71.000,9.069
2024,6,17,20.900,84.000,11.302
2024,6,18,22.100,74.000,15.098
2024,6,19,21.300,82.000,8.296
2024,6,20,18.800,95.000,13.452
2024,6,21,20.100,74.000,16.671
2024,6,22,20.400,87.000,7.208
2024,6,23,17.800,89.000,12.467
2024,6,24,20.400,74.000,18.102
2024,6,25,21.700,72.000,19.577
2024,6,26,22.400,75.000,13.913
2024,6,27,24.600,53.000,7.217
2024,6,28,24.700,56.000,15.967
2024,6,29,21.700,79.000,16.481
2024,6,30,21.000,86.000,9.725
2024,7,1,19.200,89.000,13.846
2024,7,2,20.100,80.000,14.544
2024,7,3,20.000,87.000,7.373
2024,7,4,21.100,84.000,8.237
2024,7,5,22.700,74.000,9.385
2024,7,6,22.900,75.000,10.688
2024,7,7,21.300,79.000,18.173
2024,7,8,22.800,79.000,15.487
2024,7,9,24.100,66.000,14.635
2024,7,10,25.300,67.000,9.960
2024,7,11,26.500,68.000,12.752
2024,7,12,24.200,75.000,11.548
2024,7,13,21.300,84.000,10.158
2024,7,14,23.100,78.000,15.258
2024,7,15,24.000,87.000,13.006
2024,7,16,24.100,75.000,9.502
2024,7,17,24.400,61.000,12.406
2024,7,18,26.400,53.000,14.129
2024,7,19,27.200,54.000,13.406
2024,7,20,26.600,58.000,11.952
2024,7,21,23.000,81.000,15.127
2024,7,22,23.800,53.000,18.167
2024,7,23,25.500,61.000,8.792
2024,7,24,26.200,59.000,13.131
2024,7,25,25.200,64.000,12.523
2024,7,26,26.300,54.000,10.802
2024,7,27,26.700,56.000,10.719
2024,7,28,26.100,58.000,12.915
2024,7,29,29.100,39.000,11.271
2024,7,30,31.000,29.000,18.027
2024,7,31,31.100,26.000,14.292
2024,8,1,28.700,55.000,12.071
2024,8,2,27.100,56.000,15.633
2024,8,3,25.200,60.000,16.102
2024,8,4,26.000,69.000,11.662
2024,8,5,25.900,69.000,15.381
2024,8,6,26.800,60.000,14.310
2024,8,7,27.500,52.000,8.725
2024,8,8,26.700,64.000,8.021
2024,8,9,28.200,50.000,10.248
2024,8,10,28.900,44.000,9.931
2024,8,11,26.100,73.000,8.433
2024,8,12,25.600,80.000,6.715
2024,8,13,25.600,73.000,8.208
2024,8,14,22.800,72.000,16.065
2024,8,15,22.700,65.000,15.408
2024,8,16,24.300,65.000,9.323
2024,8,17,25.300,66.000,15.504
2024,8,18,22.600,88.000,8.427
2024,8,19,22.300,78.000,13.612
2024,8,20,24.000,70.000,11.631
2024,8,21,24.800,73.000,12.277
2024,8,22,24.800,82.000,13.608
2024,8,23,25.800,76.000,12.000
2024,8,24,25.500,75.000,12.315
2024,8,25,24.400,68.000,9.460
2024,8,26,23.800,71.000,16.898
2024,8,27,24.300,77.000,13.140
2024,8,28,24.700,76.000,6.410
2024,8,29,24.000,78.000,7.433
2024,8,30,24.400,72.000,5.869
2024,8,31,24.500,75.000,6.694
2024,9,1,23.600,67.000,12.908
2024,9,2,24.800,61.000,7.140
2024,9,3,20.300,79.000,16.281
2024,9,4,18.400,85.000,15.850
2024,9,5,18.200,74.000,16.671
2024,9,6,21.300,86.000,14.279
2024,9,7,23.700,82.000,13.550
2024,9,8,19.600,90.000,9.287
2024,9,9,20.700,65.000,14.877
2024,9,10,20.100,76.000,18.377
2024,9,11,19.400,71.000,15.379
2024,9,12,17.400,81.000,13.408
2024,9,13,17.300,50.000,14.973
2024,9,14,18.500,47.000,17.235
2024,9,15,20.700,45.000,14.188
2024,9,16,21.300,36.000,14.552
2024,9,17,18.700,58.000,16.071
2024,9,18,16.500,79.000,12.335
2024,9,19,17.800,79.000,9.277
2024,9,20,17.000,88.000,10.829
2024,9,21,17.400,89.000,16.231
2024,9,22,18.500,89.000,10.285
2024,9,23,17.800,89.000,11.535
2024,9,24,19.800,75.000,10.642
2024,9,25,20.100,68.000,15.471
2024,9,26,24.100,61.000,18.152
2024,9,27,19.600,57.000,11.412
2024,9,28,16.000,57.000,17.885
2024,9,29,18.100,65.000,20.623
2024,9,30,19.800,80.000,19.585
2024,10,1,19.600,82.000,18.985
2024,10,2,18.200,81.000,12.490
2024,10,3,15.900,76.000,13.092
2024,10,4,16.200,69.000,15.342
2024,10,5,17.500,67.000,10.527
2024,10,6,20.300,72.000,12.085
2024,10,7,19.500,87.000,11.610
2024,10,8,18.000,65.000,16.174
2024,10,9,20.100,62.000,27.665
2024,10,10,16.500,71.000,10.790
2024,10,11,16.100,84.000,8.888
2024,10,12,17.500,90.000,17.604
2024,10,13,18.300,83.000,12.908
2024,10,14,18.600,91.000,13.665
2024,10,15,18.600,94.000,16.829
2024,10,16,19.500,90.000,10.115
2024,10,17,17.100,86.000,10.879
2024,10,18,13.100,78.000,18.806
2024,10,19,15.700,66.000,15.675
2024,10,20,18.900,58.000,12.800
2024,10,21,17.800,75.000,14.362
2024,10,22,16.800,83.000,16.919
2024,10,23,17.500,77.000,6.523
2024,10,24,16.800,85.000,7.617
2024,10,25,16.900,91.000,15.198
2024,10,26,13.100,89.000,16.387
2024,10,27,13.400,91.000,21.879
2024,10,28,15.800,91.000,22.650
2024,10,29,17.000,88.000,25.729
2024,10,30,16.500,91.000,27.340
2024,10,31,17.100,91.000,19.481
2024,11,1,15.500,91.000,14.725
2024,11,2,15.600,85.000,23.394
2024,11,3,15.700,96.000,18.537
2024,11,4,15.700,98.000,18.256
2024,11,5,17.100,95.000,6.765
2024,11,6,15.700,90.000,13.427
2024,11,7,14.700,88.000,18.608
2024,11,8,15.600,84.000,12.515
2024,11,9,15.000,83.000,8.996
2024,11,10,14.700,75.000,20.042
2024,11,11,15.200,68.000,10.046
2024,11,12,9.900,78.000,20.727
2024,11,13,10.900,83.000,29.342
2024,11,14,12.700,76.000,11.131
2024,11,15,12.000,83.000,10.494
2024,11,16,13.800,80.000,13.967
2024,11,17,13.600,74.000,22.702
2024,11,18,12.300,88.000,12.638
2024,11,19,13.900,76.000,12.779
2024,11,20,13.300,71.000,14.446
2024,11,21,13.100,68.000,15.458
2024,11,22,12.100,60.000,16.054
2024,11,23,12.200,80.000,16.717
2024,11,24,14.400,94.000,10.713
2024,11,25,14.500,93.000,10.948
2024,11,26,12.500,69.000,15.027
2024,11,27,12.100,62.000,17.335
2024,11,28,13.300,56.000,17.671
2024,11,29,12.900,67.000,18.735
2024,11,30,12.300,87.000,4.542
2024,12,1,12.800,87.000,13.229
2024,12,2,13.900,66.000,18.827
2024,12,3,11.100,74.000,13.985
2024,12,4,9.900,75.000,16.419
2024,12,5,9.900,61.000,23.196
2024,12,6,12.100,72.000,20.794
2024,12,7,11.800,71.000,12.688
2024,12,8,6.200,66.000,17.423
2024,12,9,6.400,65.000,29.560
2024,12,10,5.900,77.000,16.019
2024,12,11,5.700,87.000,24.377
2024,12,12,8.200,89.000,23.996
2024,12,13,9.200,85.000,15.415
2024,12,14,7.600,78.000,20.758
2024,12,15,8.000,73.000,14.763
2024,12,16,8.500,69.000,23.292
2024,12,17,9.800,76.000,23.938
2024,12,18,11.500,56.000,16.533
2024,12,19,12.900,55.000,15.202
2024,12,20,7.400,67.000,17.025
2024,12,21,7.400,66.000,23.483
2024,12,22,9.700,71.000,27.348
2024,12,23,8.500,54.000,13.146
2024,12,24,9.000,62.000,21.802
2024,12,25,11.100,80.000,7.815
2024,12,26,9.800,94.000,5.396
2024,12,27,10.200,49.000,6.879
2024,12,28,11.000,49.000,8.046
2024,12,29,10.900,48.000,4.054
2024,12,30,10.300,55.000,5.998
2024,12,31,8.600,86.000,6.700
2025,1,1,8.800,85.000,9.081
2025,1,2,7.100,69.000,18.129
2025,1,3,6.600,72.000,27.213
2025,1,4,9.900,80.000,15.277
2025,1,5,10.400,72.000,21.252
2025,1,6,12.000,67.000,18.121
2025,1,7,7.900,63.000,22.717
